Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Operational_Hours_Est,Expected_Lifespan_Est,MTBF,Cost_Per_Hour,Lifespan_Usage_Ratio,Risk_Class,Risk_Class_Label
MD01461,Infusion Pump,2018-02-07,7,MedEquip,Model-650,Italy,6677.187515905036,10.83497272144634,2,2,1,Routine check completed; battery wear observed during diagnostics. quick fix quick fix,61320,12,30660.0,0.10889085968533979,0.5833333333333334,Medium Risk,1
MD04770,Defibrillator,2016-09-21,9,MedEquip,Model-650,USA,7624.367950070214,14.756631311548809,3,1,2,Routine check completed; abnormal sound observed during diagnostics. component issue component review,78840,12,78840.0,0.09670684868176324,0.75,Medium Risk,1
MD03700,Defibrillator,2014-05-16,11,MedEquip,Model-400,USA,3553.426064008904,3.521468474000416,4,1,1,Routine check completed; voltage spike observed during diagnostics. minor issue quick fix,96360,12,96360.0,0.03687656770453408,0.9166666666666666,Medium Risk,1
MD04163,Defibrillator,2023-08-11,2,ImagingTech,Model-350,UK,2466.118763569624,11.077498502020626,2,1,2,Routine check completed; circuit failure observed during diagnostics. reviewed logs average severity report,17520,12,17520.0,0.1407602034000927,0.16666666666666666,Medium Risk,1
MD02150,Defibrillator,2016-11-29,9,ImagingTech,Model-400,Italy,23382.11936178163,9.619950506470357,4,0,3,Routine check completed; battery wear observed during diagnostics. critical failure system crash,78840,12,26280.0,0.29657685644065995,0.75,Low Risk,0
MD01630,PET Scanner,2016-11-27,9,ImagingTech,Model-650,Canada,4487.889292521399,15.817976184696333,5,1,2,circuit failure caused operational delay; inspection initiated. moderate delay average severity report,78840,12,78840.0,0.056924014364807186,0.75,Medium Risk,1
MD00021,X-Ray Machine,2013-10-20,12,UltraMed,Model-250,France,1798.9426128209348,8.264164930471754,3,2,1,data lag caused operational delay; replacement initiated. minor issue log file cleared,105120,12,52560.0,0.01711322881298454,1.0,Medium Risk,1
MD00422,X-Ray Machine,2022-01-28,3,ScanPro,Model-650,Italy,6290.265008729614,4.431644698444234,4,2,1,System performance degraded due to voltage spike; mitigation via inspection. minor issue routine reset,26280,12,13140.0,0.23935559393948302,0.25,Medium Risk,1
MD03845,PET Scanner,2022-04-16,3,ImagingTech,Model-550,Italy,6409.769283586945,2.023018069315305,2,5,1,Component recalibration after detecting software crash; functionality restored. quick fix stable condition,26280,12,5256.0,0.24390294077575894,0.25,Medium Risk,1
MD01269,CT Scanner,2024-02-22,1,ScanPro,Model-200,France,17790.49697297762,11.983581122311076,2,2,3,System performance degraded due to sensor misalignment; mitigation via replacement. data loss hardware fault,8760,12,4380.0,2.03087864988329,0.08333333333333333,High Risk,2
MD00093,Defibrillator,2023-09-02,2,CardioSync,Model-300,USA,15397.64624980834,12.692029640193535,1,0,3,circuit failure caused operational delay; firmware update initiated. reboot failed emergency shutdown,17520,12,26280.0,0.8788610873178276,0.16666666666666666,Low Risk,0
MD00490,PET Scanner,2015-06-01,10,UltraMed,Model-350,France,6309.712806018372,10.875395582105543,4,0,2,abnormal sound caused operational delay; recalibration initiated. reviewed logs moderate delay,87600,12,26280.0,0.07202868500020973,0.8333333333333334,Low Risk,0
MD05242,PET Scanner,2013-09-13,12,ImagingTech,Model-550,Italy,4630.513453552615,3.1434281169448,4,3,2,Component firmware update after detecting sensor misalignment; functionality restored. component issue component review,105120,12,35040.0,0.04404978551705303,1.0,Medium Risk,1
MD01549,Defibrillator,2016-05-25,9,ScanPro,Model-150,France,2811.576563674497,8.44571001598999,5,3,1,Component inspection after detecting sensor misalignment; functionality restored. quick fix log file cleared,78840,12,26280.0,0.03566180319221838,0.75,Medium Risk,1
MD04631,PET Scanner,2014-09-18,11,ScanPro,Model-650,Italy,6002.3769368283865,7.816084943749783,5,6,2,data lag caused operational delay; replacement initiated. reviewed logs moderate delay,96360,12,16060.0,0.06229116787908247,0.9166666666666666,Medium Risk,1
MD04191,Infusion Pump,2020-02-13,5,MedEquip,Model-500,Japan,9033.525390307635,4.195704785085221,3,1,2,Component software patch after detecting sensor misalignment; functionality restored. component issue component review,43800,12,43800.0,0.20624487192483185,0.4166666666666667,Medium Risk,1
MD01240,Infusion Pump,2023-04-03,2,ImagingTech,Model-300,Italy,19531.291495617843,15.43387393555291,1,2,3,Routine check completed; sensor misalignment observed during diagnostics. critical failure critical failure,17520,12,8760.0,1.1147997429005618,0.16666666666666666,High Risk,2
MD04106,MRI Scanner,2020-03-15,5,RescueTech,Model-550,Japan,10395.492669250449,10.341541167707453,1,1,3,Component recalibration after detecting sensor misalignment; functionality restored. sensor replaced critical malfunction,43800,12,43800.0,0.23734001527969062,0.4166666666666667,Medium Risk,1
MD04792,Defibrillator,2020-07-09,5,UltraMed,Model-250,Italy,3121.1210399594547,2.065295471691027,4,1,1,System performance degraded due to circuit failure; mitigation via recalibration. software reset quick fix,43800,12,43800.0,0.07125847123195102,0.4166666666666667,Medium Risk,1
MD02245,Defibrillator,2016-11-05,9,MedEquip,Model-550,Canada,4398.680529095017,2.1482986110040128,3,2,2,System performance degraded due to circuit failure; mitigation via inspection. component issue moderate delay,78840,12,39420.0,0.055792497832255414,0.75,Medium Risk,1
MD04733,X-Ray Machine,2016-04-04,9,UltraMed,Model-600,France,7002.083620780139,5.3333317168089245,4,2,2,Component component upgrade after detecting sensor misalignment; functionality restored. reviewed logs component review,78840,12,39420.0,0.08881384602714536,0.75,Medium Risk,1
MD01421,Infusion Pump,2014-07-04,11,ScanPro,Model-350,France,8773.766559113446,7.6949583776558415,3,4,3,System performance degraded due to overheating; mitigation via recalibration. sensor replaced emergency shutdown,96360,12,24090.0,0.09105195681935914,0.9166666666666666,Medium Risk,1
MD04805,Defibrillator,2023-10-01,2,UltraMed,Model-200,Canada,2595.885973214054,5.0907768272003535,4,2,2,System performance degraded due to battery wear; mitigation via system reset. moderate delay moderate delay,17520,12,8760.0,0.1481670076035419,0.16666666666666666,Medium Risk,1
MD04532,PET Scanner,2022-11-20,3,ImagingTech,Model-350,Japan,11536.730347542927,27.86827557579684,1,0,3,Component inspection after detecting software crash; functionality restored. critical failure urgent inspection needed,26280,12,26280.0,0.4389927833920444,0.25,Low Risk,0
MD01647,Defibrillator,2015-04-02,10,ImagingTech,Model-650,Japan,3953.3575299943705,4.331967570947963,3,1,1,Component replacement after detecting voltage spike; functionality restored. quick fix stable condition,87600,12,87600.0,0.04512965216888551,0.8333333333333334,Medium Risk,1
MD02686,Defibrillator,2017-08-31,8,MedEquip,Model-400,Japan,4868.827362741886,7.859507414129799,1,4,2,Component inspection after detecting sensor misalignment; functionality restored. component issue component review,70080,12,17520.0,0.06947527629483284,0.6666666666666666,Medium Risk,1
MD04248,CT Scanner,2015-11-09,10,MedEquip,Model-350,USA,7747.942435600512,7.49860370003938,2,3,2,System performance degraded due to sensor misalignment; mitigation via firmware update. reviewed logs average severity report,87600,12,29200.0,0.08844683145662685,0.8333333333333334,Medium Risk,1
MD03389,CT Scanner,2015-06-14,10,ImagingTech,Model-300,Italy,7629.289695950344,7.443809835714781,3,2,1,Routine check completed; data lag observed during diagnostics. software reset low priority fault,87600,12,43800.0,0.08709234812728703,0.8333333333333334,Medium Risk,1
MD03294,X-Ray Machine,2023-03-26,2,ImagingTech,Model-350,Italy,19647.21952618726,10.104248438580315,3,1,3,System performance degraded due to overheating; mitigation via firmware update. data loss hardware fault,17520,12,17520.0,1.1214166396225604,0.16666666666666666,High Risk,2
MD02580,Infusion Pump,2015-03-21,10,CardioSync,Model-450,UK,7090.743495319791,7.394060353801175,2,0,1,Routine check completed; overheating observed during diagnostics. minor issue log file cleared,87600,12,26280.0,0.08094456044885606,0.8333333333333334,Low Risk,0
MD04263,MRI Scanner,2021-03-10,4,UltraMed,Model-450,Japan,7557.879986979534,1.3012155968357084,4,3,1,Routine check completed; overheating observed during diagnostics. software reset minor issue,35040,12,11680.0,0.21569292200284057,0.3333333333333333,Medium Risk,1
MD01234,Infusion Pump,2022-02-14,3,ScanPro,Model-500,UK,-2077.553323479501,11.4313060722244,2,4,2,Routine check completed; overheating observed during diagnostics. moderate delay component review,26280,12,6570.0,-0.07905454046725652,0.25,Medium Risk,1
MD00745,CT Scanner,2016-06-01,9,CardioSync,Model-500,UK,10058.34324860367,3.2859266572029977,3,2,1,Component software patch after detecting circuit failure; functionality restored. quick fix log file cleared,78840,12,39420.0,0.12757918884581013,0.75,Medium Risk,1
MD04389,CT Scanner,2013-11-07,12,RescueTech,Model-300,Japan,5095.360707156488,6.110915992254559,4,1,2,Routine check completed; sensor misalignment observed during diagnostics. moderate delay average severity report,105120,12,105120.0,0.04847184843185396,1.0,Medium Risk,1
MD00660,Defibrillator,2021-02-06,4,ScanPro,Model-600,Canada,6805.393024693113,3.6819360036034223,2,2,1,Routine check completed; data lag observed during diagnostics. software reset temporary glitch,35040,12,17520.0,0.194217837462703,0.3333333333333333,Medium Risk,1
MD02856,MRI Scanner,2019-05-28,6,MedEquip,Model-350,USA,9470.471423369696,5.804030933386457,3,1,3,Routine check completed; sensor misalignment observed during diagnostics. data loss hardware fault,52560,12,52560.0,0.180184007293944,0.5,Medium Risk,1
MD01733,CT Scanner,2019-01-28,6,ImagingTech,Model-200,UK,6515.252769177017,8.999763657132636,1,2,2,Component component upgrade after detecting voltage spike; functionality restored. reviewed logs average severity report,52560,12,26280.0,0.12395838601934965,0.5,Medium Risk,1
MD01113,Infusion Pump,2022-12-11,3,RescueTech,Model-200,Italy,2810.3622518250763,1.5196765899735691,4,3,1,Routine check completed; overheating observed during diagnostics. log cleaned system check passed,26280,12,8760.0,0.10693920288527688,0.25,Medium Risk,1
MD00129,Infusion Pump,2022-01-05,3,MedEquip,Model-600,Canada,6510.226368620045,3.2427859522970985,3,4,1,abnormal sound caused operational delay; software patch initiated. software reset low priority fault,26280,12,6570.0,0.2477255086993929,0.25,Medium Risk,1
MD02355,Infusion Pump,2023-09-06,2,RescueTech,Model-600,USA,9919.862888346755,8.937557162408421,4,2,2,System performance degraded due to software crash; mitigation via recalibration. component issue driver update applied,17520,12,8760.0,0.5662022196544951,0.16666666666666666,Medium Risk,1
MD00710,X-Ray Machine,2014-04-27,11,MedEquip,Model-300,France,22342.49489050382,28.99646527970384,2,0,3,Component replacement after detecting overheating; functionality restored. sensor replaced urgent inspection needed,96360,12,26280.0,0.23186482866857433,0.9166666666666666,Low Risk,0
MD01896,PET Scanner,2015-12-29,10,UltraMed,Model-300,Japan,9497.0923890869,14.606433131559491,3,1,3,Routine check completed; software crash observed during diagnostics. reboot failed critical malfunction,87600,12,87600.0,0.10841429667907419,0.8333333333333334,Medium Risk,1
MD05069,X-Ray Machine,2020-04-15,5,CardioSync,Model-200,Canada,15521.246686279088,9.283463501783675,5,2,3,Routine check completed; overheating observed during diagnostics. reboot failed critical malfunction,43800,12,21900.0,0.3543663627004358,0.4166666666666667,High Risk,2
MD01105,MRI Scanner,2022-12-25,3,ScanPro,Model-500,UK,3910.766624515249,2.1111590832500715,3,2,1,abnormal sound caused operational delay; inspection initiated. minor issue routine reset,26280,12,13140.0,0.14881151539251328,0.25,Medium Risk,1
MD00094,Infusion Pump,2023-01-20,2,ImagingTech,Model-500,Canada,14304.583465878435,26.14855625597928,2,3,3,Routine check completed; battery wear observed during diagnostics. data loss urgent inspection needed,17520,12,5840.0,0.8164716590113262,0.16666666666666666,High Risk,2
MD04169,MRI Scanner,2016-06-30,9,CardioSync,Model-450,France,-1150.478684586077,4.440724711918507,1,4,1,Routine check completed; voltage spike observed during diagnostics. quick fix log file cleared,78840,12,19710.0,-0.014592575907991843,0.75,Medium Risk,1
MD02939,PET Scanner,2019-05-21,6,MedEquip,Model-150,Italy,10385.94115936067,16.759319441869394,5,0,3,Routine check completed; abnormal sound observed during diagnostics. reboot failed system crash,52560,12,26280.0,0.19760162023136738,0.5,Low Risk,0
MD01286,MRI Scanner,2023-11-20,2,RescueTech,Model-450,Italy,-4968.393394522495,26.42229529175929,1,1,3,data lag caused operational delay; inspection initiated. critical failure critical malfunction,17520,12,17520.0,-0.283584097860873,0.16666666666666666,Medium Risk,1
MD04155,Defibrillator,2016-04-28,9,UltraMed,Model-100,France,3289.158260496019,4.765224049626378,4,2,2,Routine check completed; data lag observed during diagnostics. moderate delay device required inspection,78840,12,39420.0,0.04171940969680389,0.75,Medium Risk,1
MD00436,Defibrillator,2016-08-19,9,ImagingTech,Model-500,USA,23382.11936178163,17.812687292736115,4,3,3,sensor misalignment caused operational delay; replacement initiated. critical failure emergency shutdown,78840,12,26280.0,0.29657685644065995,0.75,Medium Risk,1
MD04907,PET Scanner,2019-10-19,6,ScanPro,Model-550,France,4562.029340473657,16.370581073485436,4,1,3,System performance degraded due to software crash; mitigation via component upgrade. critical failure critical failure,52560,12,52560.0,0.08679660084615023,0.5,Medium Risk,1
MD02067,PET Scanner,2016-12-30,9,RescueTech,Model-200,UK,19285.0605286035,12.488327283191314,1,1,3,overheating caused operational delay; component upgrade initiated. critical failure critical malfunction,78840,12,78840.0,0.24461010310253042,0.75,Medium Risk,1
MD04610,MRI Scanner,2020-07-08,5,ImagingTech,Model-600,USA,4653.192661216111,2.3526495290130525,4,3,1,data lag caused operational delay; firmware update initiated. minor issue log file cleared,43800,12,14600.0,0.10623727537023085,0.4166666666666667,Medium Risk,1
MD05389,Infusion Pump,2019-09-30,6,ScanPro,Model-500,France,15343.482437506913,7.150809966163674,4,2,3,Component firmware update after detecting abnormal sound; functionality restored. data loss sensor replacement,52560,12,26280.0,0.29192318183993365,0.5,Medium Risk,1
MD04396,CT Scanner,2022-03-18,3,ImagingTech,Model-300,UK,3806.034245428207,8.887723996897916,1,0,1,Routine check completed; software crash observed during diagnostics. minor issue low priority fault,26280,12,26280.0,0.14482626504673543,0.25,Low Risk,0
MD04078,CT Scanner,2023-08-18,2,CardioSync,Model-450,USA,14225.11236171456,10.301430213723286,4,1,2,sensor misalignment caused operational delay; inspection initiated. component issue driver update applied,17520,12,17520.0,0.8119356370841644,0.16666666666666666,High Risk,2
